date,cold,flu,pneumonia,coronavirus
2016-03-01,0.14663,0.40371,0.17344,0.00754
2016-03-02,0.1459,0.44916,0.20008,0.00854
2016-03-03,0.12299,0.37035,0.16644,0.01099
2016-03-04,0.10772,0.37517,0.17772,0.01672
2016-03-05,0.11926,0.32389,0.16526,0.00945
2016-03-06,0.11826,0.31944,0.15717,0.00472
2016-03-07,0.14526,0.40835,0.21799,0.01072
2016-03-08,0.1319,0.34817,0.1989,0.00981
2016-03-09,0.1279,0.32789,0.18953,0.0109
2016-03-10,0.13945,0.26753,0.18672,0.01172
2016-03-11,0.21408,0.28317,0.16908,0.00972
2016-03-12,0.12781,0.24871,0.14281,0.0089
2016-03-13,0.14981,0.26499,0.13926,0.00836
2016-03-14,0.16235,0.36389,0.19708,0.01118
2016-03-15,0.15644,0.34489,0.19308,0.01163
2016-03-16,0.1559,0.32689,0.18781,0.00963
2016-03-17,0.15554,0.34471,0.18181,0.01236
2016-03-18,0.14417,0.49416,0.17563,0.01027
2016-03-19,0.1329,0.39907,0.15145,0.01154
2016-03-20,0.13863,0.39662,0.14408,0.00945
2016-03-21,0.16735,0.56989,0.21199,0.00963
2016-03-22,0.3788,0.5188,0.2139,0.01309
2016-03-23,0.17335,0.41671,0.20199,0.01236
2016-03-24,0.18126,0.43062,0.21072,0.01372
2016-03-25,0.16626,0.38089,0.20963,0.01463
2016-03-26,0.14972,0.34526,0.17572,0.00981
2016-03-27,0.18963,0.30744,0.16926,0.00827
2016-03-28,0.20944,0.4638,0.23108,0.01254
2016-03-29,0.18699,0.42253,0.22944,0.01418
2016-03-30,0.1729,0.40507,0.22672,0.01972
2016-03-31,0.17172,0.38026,0.22053,0.01181
2016-04-01,0.15026,0.3538,0.21399,0.00963
2016-04-02,0.13845,0.29408,0.19181,0.01472
2016-04-03,0.15781,0.28408,0.18781,0.02063
2016-04-04,0.17863,0.4138,0.25281,0.01572
2016-04-05,0.15635,0.35189,0.22935,0.03454
2016-04-06,0.14535,0.33144,0.22699,0.01763
2016-04-07,0.15317,0.2879,0.2259,0.01081
2016-04-08,0.12672,0.26317,0.21581,0.00981
2016-04-09,0.11854,0.22526,0.18072,0.00636
2016-04-10,0.12135,0.21281,0.17099,0.00672
2016-04-11,0.15063,0.3038,0.23117,0.01136
2016-04-12,0.13299,0.25217,0.21544,0.00972
2016-04-13,0.12272,0.19226,0.18617,0.01209
2016-04-14,0.13108,0.20299,0.21035,0.00799
2016-04-15,0.12508,0.16844,0.21353,0.00872
2016-04-16,0.11308,0.15299,0.19163,0.01045
2016-04-17,0.12026,0.13981,0.15308,0.00809
2016-04-18,0.14126,0.19935,0.23362,0.01036
2016-04-19,0.12345,0.15363,0.20944,0.0099
2016-04-20,0.13063,0.13708,0.20826,0.00909
2016-04-21,0.11845,0.12117,0.20517,0.01009
2016-04-22,0.10136,0.11408,0.19363,0.00836
2016-04-23,0.10545,0.09572,0.17026,0.00518
2016-04-24,0.10117,0.08545,0.14835,0.01063
2016-04-25,0.13863,0.12081,0.22144,0.01363
2016-04-26,0.12545,0.12063,0.20981,0.00972
2016-04-27,0.36226,0.1039,0.21408,0.01127
2016-04-28,0.13108,0.08645,0.22662,0.01045
2016-04-29,0.11672,0.08099,0.20617,0.00972
2016-04-30,0.11236,0.06881,0.17563,0.00836
2016-05-01,0.10645,0.06327,0.16017,0.00672
2016-05-02,0.13054,0.08927,0.22681,0.00945
2016-05-03,0.1249,0.07308,0.22472,0.00854
2016-05-04,0.11481,0.05745,0.19881,0.00963
2016-05-05,0.10172,0.03999,0.14763,0.00536
2016-05-06,0.10236,0.05008,0.17399,0.00563
2016-05-07,0.09481,0.04781,0.16135,0.01127
2016-05-08,0.09763,0.04908,0.15417,0.00772
2016-05-09,0.13608,0.06854,0.23608,0.00827
2016-05-10,0.12935,0.05836,0.22072,0.01045
2016-05-11,0.13072,0.10599,0.21244,0.01118
2016-05-12,0.12126,0.07836,0.20226,0.00745
2016-05-13,0.11317,0.05427,0.19608,0.00836
2016-05-14,0.11181,0.03972,0.14172,0.00936
2016-05-15,0.12126,0.04218,0.15481,0.01127
2016-05-16,0.13881,0.05199,0.23026,0.01136
2016-05-17,0.13199,0.04736,0.22872,0.00981
2016-05-18,0.1269,0.04699,0.21835,0.01172
2016-05-19,0.12881,0.04763,0.21453,0.01054
2016-05-20,0.11754,0.04727,0.19835,0.01072
2016-05-21,0.10217,0.03636,0.15935,0.00918
2016-05-22,0.11863,0.04063,0.15454,0.00745
2016-05-23,0.14545,0.05099,0.22881,0.01181
2016-05-24,0.12817,0.04354,0.21762,0.01036
2016-05-25,0.12017,0.03936,0.20244,0.01218
2016-05-26,0.11381,0.03845,0.19363,0.0099
2016-05-27,0.10572,0.03045,0.18753,0.00918
2016-05-28,0.10145,0.02927,0.1529,0.00863
2016-05-29,0.09899,0.0309,0.15863,0.00872
2016-05-30,0.13226,0.04154,0.22172,0.00927
2016-05-31,0.12854,0.03718,0.1999,0.01372
2016-06-01,0.26908,0.03281,0.19463,0.01254
2016-06-02,0.14117,0.02945,0.18663,0.01036
2016-06-03,0.11154,0.03054,0.18154,0.00981
2016-06-04,0.10181,0.02718,0.15872,0.00827
2016-06-05,0.09599,0.02763,0.1449,0.00963
2016-06-06,0.12245,0.03199,0.15944,0.01054
2016-06-07,0.12563,0.03908,0.21626,0.01272
2016-06-08,0.11236,0.03518,0.19881,0.01099
2016-06-09,0.11263,0.0329,0.18899,0.01454
2016-06-10,0.10263,0.02618,0.15772,0.00799
2016-06-11,0.10263,0.02109,0.13599,0.0069
2016-06-12,0.10836,0.02627,0.13263,0.00727
2016-06-13,0.10899,0.03172,0.18517,0.00681
2016-06-14,0.10554,0.03299,0.16154,0.0109
2016-06-15,0.10863,0.02609,0.15699,0.01154
2016-06-16,0.10272,0.02727,0.16699,0.00845
2016-06-17,0.10236,0.02381,0.15781,0.00772
2016-06-18,0.08172,0.02199,0.12345,0.0069
2016-06-19,0.09826,0.02545,0.12635,0.00863
2016-06-20,0.10726,0.02836,0.17244,0.01181
2016-06-21,0.10445,0.02509,0.1419,0.00836
2016-06-22,0.11036,0.02636,0.14699,0.00899
2016-06-23,0.15154,0.02454,0.14581,0.00854
2016-06-24,0.11699,0.02163,0.13517,0.0059
2016-06-25,0.10508,0.01954,0.10736,0.00627
2016-06-26,0.09908,0.02145,0.10572,0.00745
2016-06-27,0.12172,0.02436,0.14908,0.00699
2016-06-28,0.10745,0.02363,0.15281,0.00627
2016-06-29,0.10636,0.02109,0.14735,0.00636
2016-06-30,0.09626,0.01845,0.13845,0.00599
2016-07-01,0.09445,0.01627,0.12854,0.00599
2016-07-02,0.09281,0.01572,0.10808,0.00399
2016-07-03,0.0929,0.01699,0.10426,0.00418
2016-07-04,0.12463,0.02127,0.15126,0.00599
2016-07-05,0.10854,0.01872,0.13308,0.00454
2016-07-06,0.09881,0.01745,0.13708,0.00563
2016-07-07,0.10263,0.01854,0.12926,0.00636
2016-07-08,0.09299,0.01999,0.12717,0.00609
2016-07-09,0.09199,0.01563,0.11045,0.00527
2016-07-10,0.0989,0.01572,0.09263,0.00527
2016-07-11,0.10772,0.02172,0.14526,0.00681
2016-07-12,0.10563,0.02145,0.13526,0.00681
2016-07-13,0.1159,0.01536,0.13035,0.00518
2016-07-14,0.10836,0.01799,0.13381,0.00663
2016-07-15,0.13454,0.02018,0.1299,0.0069
2016-07-16,0.14172,0.01381,0.10417,0.0049
2016-07-17,0.14917,0.01699,0.09663,0.00618
2016-07-18,0.14172,0.02136,0.15272,0.00718
2016-07-19,0.12226,0.01781,0.14463,0.00727
2016-07-20,0.19826,0.01918,0.13645,0.00654
2016-07-21,0.20535,0.01672,0.12935,0.00627
2016-07-22,0.17672,0.02054,0.13363,0.00518
2016-07-23,1.09578,0.01699,0.1079,0.00445
2016-07-24,0.29944,0.01799,0.10199,0.00445
2016-07-25,0.20472,0.0189,0.14226,0.00572
2016-07-26,0.15717,0.01754,0.13099,0.00518
2016-07-27,0.93669,0.01536,0.13354,0.00436
2016-07-28,0.19772,0.01554,0.1249,0.00509
2016-07-29,0.13626,0.01681,0.12426,0.00454
2016-07-30,0.13372,0.01181,0.10163,0.0049
2016-07-31,0.13835,0.01127,0.08554,0.0029
2016-08-01,0.14199,0.01418,0.13835,0.00481
2016-08-02,0.13863,0.0139,0.1229,0.00554
2016-08-03,0.18417,0.01654,0.15326,0.00436
2016-08-04,0.15763,0.01563,0.16017,0.00681
2016-08-05,0.2799,0.01399,0.14626,0.00536
2016-08-06,0.11126,0.01145,0.10926,0.00345
2016-08-07,0.11772,0.01481,0.1049,0.00427
2016-08-08,0.12226,0.01381,0.16354,0.00545
2016-08-09,0.10426,0.01445,0.15717,0.00472
2016-08-10,0.09636,0.01463,0.15163,0.00645
2016-08-11,0.09945,0.01663,0.14917,0.00636
2016-08-12,0.09908,0.01436,0.12835,0.00445
2016-08-13,0.11745,0.00981,0.11099,0.00336
2016-08-14,0.73479,0.01109,0.09236,0.00309
2016-08-15,0.43025,0.01254,0.10772,0.00436
2016-08-16,0.12317,0.01645,0.1699,0.00381
2016-08-17,0.14472,0.01736,0.14926,0.00536
2016-08-18,0.12445,0.01736,0.14826,0.00563
2016-08-19,0.11263,0.01336,0.14826,0.00645
2016-08-20,0.09408,0.0129,0.11645,0.00527
2016-08-21,0.10417,0.01281,0.10717,0.00627
2016-08-22,0.11554,0.01927,0.17035,0.00463
2016-08-23,0.11272,0.02199,0.15344,0.00609
2016-08-24,0.10045,0.02227,0.16035,0.00372
2016-08-25,0.10254,0.02799,0.15926,0.00545
2016-08-26,0.11599,0.02409,0.14826,0.00454
2016-08-27,0.12481,0.01999,0.12954,0.00418
2016-08-28,0.15363,0.02145,0.12935,0.00927
2016-08-29,0.15781,0.03599,0.18835,0.00481
2016-08-30,0.1659,0.05936,0.16326,0.00527
2016-08-31,0.36308,0.05436,0.16354,0.00572
2016-09-01,0.13926,0.04727,0.16599,0.00509
2016-09-02,0.13181,0.05045,0.16608,0.00609
2016-09-03,0.11954,0.03045,0.14726,0.00609
2016-09-04,0.11808,0.02963,0.12717,0.00472
2016-09-05,0.14426,0.05808,0.20799,0.00545
2016-09-06,0.13354,0.06408,0.18999,0.00645
2016-09-07,0.13172,0.06099,0.18626,0.00727
2016-09-08,0.12808,0.05245,0.18117,0.00718
2016-09-09,0.12017,0.05745,0.16354,0.00618
2016-09-10,0.12308,0.03736,0.14681,0.04608
2016-09-11,0.1489,0.03954,0.12935,0.01045
2016-09-12,0.15726,0.06554,0.31053,0.01081
2016-09-13,0.14117,0.05127,0.2079,0.00663
2016-09-14,0.13826,0.03099,0.17572,0.00627
2016-09-15,0.13681,0.02945,0.17044,0.00554
2016-09-16,0.14445,0.03499,0.17099,0.00481
2016-09-17,0.15899,0.03945,0.1699,0.00672
2016-09-18,0.17117,0.05345,0.15844,0.00663
2016-09-19,0.20544,0.09354,0.2519,0.0109
2016-09-20,0.19017,0.11008,0.20953,0.01145
2016-09-21,0.19872,0.11526,0.20644,0.00836
2016-09-22,0.18172,0.10972,0.19726,0.00936
2016-09-23,0.16744,0.11054,0.18353,0.00881
2016-09-24,0.16326,0.08399,0.15199,0.0049
2016-09-25,0.16954,0.06217,0.14935,0.00654
2016-09-26,0.18726,0.14554,0.22599,0.00836
2016-09-27,0.16417,0.22299,0.22253,0.00799
2016-09-28,0.18453,0.13035,0.19899,0.00654
2016-09-29,0.1829,0.11145,0.19281,0.00618
2016-09-30,0.17099,0.11099,0.19499,0.00518
2016-10-01,0.72861,0.08817,0.16517,0.00472
2016-10-02,0.19744,0.06954,0.14208,0.00399
2016-10-03,0.19435,0.11654,0.15754,0.00618
2016-10-04,0.18244,0.22072,0.22481,0.00627
2016-10-05,0.16272,0.18399,0.19308,0.00718
2016-10-06,0.16517,0.15435,0.1959,0.00654
2016-10-07,0.1509,0.14563,0.18253,0.00545
2016-10-08,0.13572,0.11563,0.14863,0.0079
2016-10-09,0.15908,0.09499,0.13072,0.00399
2016-10-10,0.21144,0.19563,0.19908,0.00799
2016-10-11,0.20999,0.19108,0.20053,0.00654
2016-10-12,0.18817,0.17872,0.20535,0.00818
2016-10-13,0.19181,0.18372,0.20126,0.00527
2016-10-14,0.15981,0.16344,0.1849,0.00618
2016-10-15,0.1349,0.12981,0.15599,0.00581
2016-10-16,0.14754,0.09581,0.15045,0.00699
2016-10-17,0.1769,0.18999,0.2409,0.01018
2016-10-18,0.15781,0.16781,0.22226,0.0079
2016-10-19,0.15526,0.14845,0.2279,0.00981
2016-10-20,0.15654,0.12817,0.21072,0.01099
2016-10-21,0.15017,0.11954,0.20363,0.00827
2016-10-22,0.13963,0.10845,0.16063,0.00854
2016-10-23,0.14372,0.08517,0.15635,0.00718
2016-10-24,0.16699,0.13935,0.23253,0.0109
2016-10-25,0.15217,0.13172,0.21444,0.01209
2016-10-26,0.15472,0.12181,0.21163,0.01054
2016-10-27,0.16608,0.13445,0.2109,0.00963
2016-10-28,0.14645,0.13872,0.20544,0.01018
2016-10-29,0.14335,0.09317,0.14954,0.00745
2016-10-30,0.15544,0.07936,0.13135,0.00745
2016-10-31,0.18499,0.12517,0.22044,0.01027
2016-11-01,0.18499,0.11999,0.21035,0.01109
2016-11-02,0.17999,0.12635,0.1999,0.01063
2016-11-03,0.17563,0.11045,0.20908,0.00999
2016-11-04,0.14545,0.10672,0.20217,0.01045
2016-11-05,0.13908,0.08117,0.16317,0.00872
2016-11-06,0.14454,0.06981,0.16217,0.01218
2016-11-07,0.16417,0.11072,0.26462,0.01227
2016-11-08,0.17172,0.11536,0.25862,0.01336
2016-11-09,0.15772,0.09626,0.23344,0.0149
2016-11-10,0.15017,0.09099,0.22081,0.0159
2016-11-11,0.13817,0.09581,0.20817,0.01172
2016-11-12,0.11854,0.07945,0.17244,0.00854
2016-11-13,0.13526,0.08736,0.16308,0.00836
2016-11-14,0.15908,0.11408,0.27953,0.01099
2016-11-15,0.13854,0.1179,0.24072,0.01199
2016-11-16,0.14463,0.11054,0.2379,0.01081
2016-11-17,0.14954,0.11199,0.22244,0.01263
2016-11-18,0.13945,0.10617,0.22653,0.01072
2016-11-19,0.11872,0.08363,0.17999,0.01272
2016-11-20,0.11863,0.07645,0.15799,0.01054
2016-11-21,0.16335,0.14308,0.27644,0.01309
2016-11-22,0.15799,0.12526,0.26544,0.01318
2016-11-23,0.17499,0.16772,0.24017,0.01509
2016-11-24,0.18481,0.14717,0.22535,0.01454
2016-11-25,0.16581,0.14526,0.21926,0.01554
2016-11-26,0.13426,0.11817,0.18099,0.01245
2016-11-27,0.13699,0.11745,0.17281,0.01399
2016-11-28,0.18544,0.2139,0.27362,0.0139
2016-11-29,0.1759,0.20817,0.25717,0.01463
2016-11-30,0.18872,0.2179,0.2539,0.01518
2016-12-01,0.17599,0.28408,0.23881,0.01472
2016-12-02,0.1619,0.34708,0.22108,0.01354
2016-12-03,0.15217,0.31562,0.21572,0.01363
2016-12-04,0.16063,0.31817,0.18272,0.01118
2016-12-05,0.20381,0.6877,0.29135,0.01299
2016-12-06,0.18117,0.62707,0.24181,0.01881
2016-12-07,0.21063,0.6207,0.24708,0.01627
2016-12-08,0.23072,1.0266,0.25217,0.01445
2016-12-09,0.20435,1.03542,0.24271,0.01727
2016-12-10,0.37389,0.83088,0.19881,0.01509
2016-12-11,0.2459,1.04142,0.18653,0.01363
2016-12-12,0.30035,1.89167,0.28208,0.02081
2016-12-13,0.28808,1.80776,0.25217,0.02045
2016-12-14,0.26753,1.57204,0.2499,0.01799
2016-12-15,0.3078,2.58237,0.26362,0.03736
2016-12-16,0.33444,2.99181,0.22944,0.03345
2016-12-17,0.28644,2.1972,0.20135,0.01445
2016-12-18,0.31435,2.02812,0.18563,0.0159
2016-12-19,0.39171,3.37689,0.31699,0.02699
2016-12-20,0.37553,27.32727,0.3278,0.02436
2016-12-21,0.3278,4.73285,0.28044,0.02336
2016-12-22,0.30017,3.49098,0.27199,0.02045
2016-12-23,0.26317,2.50792,0.23581,0.02154
2016-12-24,0.20381,1.65404,0.19263,0.01527
2016-12-25,0.21653,1.65531,0.17181,0.01127
2016-12-26,0.28299,2.52256,0.27653,0.01481
2016-12-27,0.26081,1.95185,0.25044,0.01927
2016-12-28,0.23708,1.57731,0.23435,0.01799
2016-12-29,0.23153,1.32214,0.20953,0.01909
2016-12-30,0.2069,1.16187,0.21908,0.01899
2016-12-31,0.18353,0.84988,0.17081,0.01581
2017-01-01,0.15808,0.67943,0.15299,0.01163
2017-01-02,0.21226,1.06214,0.23344,0.01463
2017-01-03,0.18199,0.83679,0.21353,0.01509
2017-01-04,0.20208,0.74097,0.2159,0.01545
2017-01-05,0.17499,0.66007,0.2129,0.01899
2017-01-06,0.18335,0.56907,0.20263,0.01854
2017-01-07,0.13863,0.40398,0.16044,0.01145
2017-01-08,0.15381,0.3908,0.14799,0.00745
2017-01-09,0.20481,0.5568,0.2149,0.01245
2017-01-10,0.18163,0.41835,0.17626,0.01518
2017-01-11,0.16608,0.35789,0.16881,0.01227
2017-01-12,0.16181,0.31317,0.18172,0.01409
2017-01-13,0.77306,0.2789,0.16717,0.01154
2017-01-14,0.17854,0.21635,0.13535,0.0109
2017-01-15,0.14172,0.21917,0.11881,0.00854
2017-01-16,0.16363,0.27462,0.1799,0.00963
2017-01-17,0.16154,0.23599,0.16363,0.01054
2017-01-18,0.16681,0.21362,0.16281,0.01618
2017-01-19,0.13581,0.18408,0.18281,0.01381
2017-01-20,0.12735,0.1599,0.13945,0.01418
2017-01-21,0.12281,0.12799,0.13399,0.00727
2017-01-22,0.12617,0.17881,0.11145,0.00845
2017-01-23,0.15208,0.20499,0.15781,0.00872
2017-01-24,0.12526,0.16744,0.14599,0.01254
2017-01-25,0.11672,0.13681,0.13872,0.00872
2017-01-26,0.1099,0.12299,0.12908,0.01172
2017-01-27,0.10736,0.08236,0.11154,0.00654
2017-01-28,0.10181,0.07554,0.11981,0.00754
2017-01-29,0.1259,0.09436,0.11326,0.00463
2017-01-30,0.14026,0.11381,0.13572,0.00672
2017-01-31,0.78088,0.14845,0.17481,0.01054
2017-02-01,0.1699,0.13445,0.16008,0.01145
2017-02-02,0.16144,0.12045,0.14226,0.01299
2017-02-03,0.13354,0.10445,0.14108,0.01254
2017-02-04,0.11336,0.08981,0.11517,0.00645
2017-02-05,0.12172,0.09408,0.1079,0.00581
2017-02-06,0.13354,0.13335,0.16563,0.00909
2017-02-07,0.14735,0.1089,0.14799,0.01263
2017-02-08,0.13199,0.10799,0.15117,0.0079
2017-02-09,0.12863,0.10072,0.13745,0.00863
2017-02-10,0.12499,0.09663,0.13663,0.00899
2017-02-11,0.11845,0.07408,0.10763,0.01072
2017-02-12,0.10781,0.06654,0.09836,0.00799
2017-02-13,0.12554,0.10345,0.15644,0.00972
2017-02-14,0.11717,0.09072,0.14008,0.01054
2017-02-15,0.11708,0.08372,0.13881,0.00881
2017-02-16,0.11236,0.07781,0.13954,0.00754
2017-02-17,0.11208,0.07254,0.13754,0.00963
2017-02-18,0.10199,0.05545,0.11345,0.0079
2017-02-19,0.10154,0.05599,0.12626,0.00572
2017-02-20,0.12435,0.08454,0.18272,0.01145
2017-02-21,0.11908,0.07645,0.17599,0.01154
2017-02-22,0.1139,0.07345,0.16372,0.00972
2017-02-23,0.11145,0.06863,0.14881,0.00963
2017-02-24,0.10117,0.0619,0.14335,0.01309
2017-02-25,0.0919,0.05208,0.11745,0.00845
2017-02-26,0.10172,0.04681,0.10199,0.00772
2017-02-27,0.12108,0.08545,0.17126,0.01127
2017-02-28,0.11708,0.06027,0.14008,0.01209
2017-03-01,0.11981,0.05036,0.12108,0.00727
2017-03-02,0.11208,0.06572,0.14317,0.01299
2017-03-03,0.09363,0.05872,0.13054,0.01272
2017-03-04,0.09672,0.05827,0.12181,0.01018
2017-03-05,0.10917,0.05563,0.11417,0.00909
2017-03-06,0.11908,0.08154,0.16508,0.01081
2017-03-07,0.12299,0.07572,0.14781,0.01172
2017-03-08,0.13108,0.07699,0.14399,0.01254
2017-03-09,0.11517,0.06681,0.15299,0.01545
2017-03-10,0.10217,0.06063,0.14335,0.01272
2017-03-11,0.10781,0.05708,0.12254,0.00799
2017-03-12,0.11608,0.05827,0.11999,0.00781
2017-03-13,0.14017,0.0869,0.17308,0.01063
2017-03-14,0.1339,0.08181,0.16263,0.00809
2017-03-15,0.34253,0.08781,0.15526,0.02172
2017-03-16,0.15463,0.13145,0.16163,0.01009
2017-03-17,0.14935,0.12217,0.16026,0.01036
2017-03-18,0.12845,0.09517,0.13617,0.01045
2017-03-19,0.14208,0.08854,0.13045,0.00754
2017-03-20,0.17172,0.1449,0.19908,0.01399
2017-03-21,0.1659,0.13917,0.20463,0.01454
2017-03-22,0.16726,0.1329,0.19381,0.01399
2017-03-23,0.16626,0.17935,0.20981,0.00999
2017-03-24,0.15717,0.15254,0.20035,0.00945
2017-03-25,0.15017,0.11063,0.17254,0.01227
2017-03-26,0.16481,0.11917,0.1649,0.01009
2017-03-27,0.18426,0.17135,0.23417,0.01563
2017-03-28,0.17354,0.15635,0.21581,0.01154
2017-03-29,0.17317,0.14926,0.21044,0.01172
2017-03-30,0.1649,0.14254,0.21662,0.01218
2017-03-31,0.15017,0.1389,0.20499,0.01036
2017-04-01,0.13972,0.10899,0.18853,0.00718
2017-04-02,0.1399,0.11426,0.17008,0.00699
2017-04-03,0.18135,0.18472,0.23926,0.00699
2017-04-04,0.17726,0.17235,0.23535,0.00809
2017-04-05,0.18017,0.16154,0.24917,0.00863
2017-04-06,0.16863,0.20353,0.25262,0.00781
2017-04-07,0.13935,0.20535,0.22372,0.00718
2017-04-08,0.1239,0.13754,0.19517,0.0059
2017-04-09,0.13517,0.1279,0.19044,0.00727
2017-04-10,0.17335,0.1969,0.27017,0.01399
2017-04-11,0.15744,0.17063,0.24744,0.00927
2017-04-12,0.16872,0.14381,0.24226,0.0099
2017-04-13,0.15317,0.15799,0.24781,0.00809
2017-04-14,0.14272,0.14308,0.22781,0.00872
2017-04-15,0.11908,0.10908,0.2049,0.00663
2017-04-16,0.12117,0.10181,0.17663,0.0079
2017-04-17,0.14572,0.1529,0.2639,0.01018
2017-04-18,0.13272,0.12645,0.24072,0.01018
2017-04-19,0.14099,0.12972,0.23835,0.00836
2017-04-20,0.15099,0.11899,0.22926,0.0069
2017-04-21,0.13572,0.10126,0.21417,0.00681
2017-04-22,0.13708,0.08063,0.18317,0.00645
2017-04-23,0.13226,0.08245,0.15954,0.00627
2017-04-24,0.16454,0.12245,0.25081,0.00736
2017-04-25,0.21217,0.10654,0.21335,0.00927
2017-04-26,0.13508,0.09863,0.21472,0.00736
2017-04-27,0.14608,0.08708,0.21899,0.00681
2017-04-28,0.12481,0.07454,0.19408,0.00627
2017-04-29,0.1099,0.06854,0.15844,0.00472
2017-04-30,0.11199,0.06545,0.15417,0.00399
2017-05-01,0.12517,0.07808,0.20235,0.00509
2017-05-02,0.12335,0.07881,0.19844,0.00681
2017-05-03,0.11217,0.05463,0.1569,0.07027
2017-05-04,0.12235,0.06572,0.20581,0.00799
2017-05-05,0.10217,0.04663,0.53534,0.00499
2017-05-06,0.12145,0.05208,0.29608,0.00472
2017-05-07,0.11754,0.05154,0.14845,0.00581
2017-05-08,0.12045,0.06481,0.22762,0.00636
2017-05-09,0.0979,0.05108,0.16454,0.00754
2017-05-10,0.1039,0.05718,0.19744,0.00718
2017-05-11,0.10972,0.05599,0.19426,0.00763
2017-05-12,0.10972,0.04445,0.17617,0.00636
2017-05-13,0.39735,0.04199,0.14408,0.00436
2017-05-14,0.11899,0.04018,0.13135,0.00527
2017-05-15,0.14672,0.06245,0.19381,0.00927
2017-05-16,0.15172,0.05599,0.18563,0.00818
2017-05-17,0.15226,0.0539,0.17654,0.01009
2017-05-18,0.13017,0.05036,0.17299,0.01054
2017-05-19,0.12608,0.05118,0.16535,0.00699
2017-05-20,0.10017,0.03463,0.12708,0.00681
2017-05-21,0.11599,0.03872,0.12245,0.00799
2017-05-22,0.1369,0.05499,0.1959,0.0089
2017-05-23,0.12399,0.04399,0.16699,0.0069
2017-05-24,0.11181,0.04299,0.17554,0.01018
2017-05-25,0.10926,0.04727,0.17126,0.00963
2017-05-26,0.10236,0.03727,0.15235,0.0089
2017-05-27,0.11108,0.03527,0.12563,0.01254
2017-05-28,0.12381,0.03936,0.13072,0.0139
2017-05-29,0.12963,0.05918,0.19926,0.00918
2017-05-30,0.11081,0.0509,0.17681,0.00945
2017-05-31,0.11154,0.04572,0.22372,0.00945
